Date,Open,High,Low,Close,Volume,Ticker,Year,Month,YearMonth,Daily_Return,MA_30
2025-03-04,381.3555708063787,390.48661254503907,378.9683745181786,386.5377807617187,29342900,MSFT,2025,3,2025-03,0.00030887307606852765,412.21363525390626
2025-03-05,387.2638814624093,399.5281500236253,386.7367088462604,398.881591796875,23433100,MSFT,2025,3,2025-03,0.03193429374699508,411.33094889322916
2025-03-06,392.17758313531544,400.0056131492675,390.586108729763,394.773681640625,23304600,MSFT,2025,3,2025-03,-0.010298570404677632,409.72565205891925
2025-03-07,390.2280267594304,392.6947831487431,383.4841811851977,391.2127380371094,22034100,MSFT,2025,3,2025-03,-0.00902021530087016,407.9847829182943
2025-03-10,383.7825787420743,384.3395902213564,375.20854809150063,378.13287353515625,32840100,MSFT,2025,3,2025-03,-0.03343414779278586,405.8956034342448
2025-03-11,376.9790454259089,383.9417190881288,374.900193646485,378.42132568359375,30380200,MSFT,2025,3,2025-03,0.0007628327728841366,404.13038635253906
2025-03-12,380.9080172396425,383.1659020465141,376.92934634163805,381.2262878417969,24253600,MSFT,2025,3,2025-03,0.007412272955643173,402.04042053222656
2025-03-13,381.11688044146297,383.2653663209318,375.4373363609022,376.7502746582031,20473000,MSFT,2025,3,2025-03,-0.011741092695714661,399.9623992919922
2025-03-14,377.7548866940246,388.1491759928466,377.48633735073093,386.4880676269531,19952800,MSFT,2025,3,2025-03,0.025846810536725773,399.11363118489584
2025-03-17,384.6380144395121,390.61594671729495,383.51403507382423,386.6273498535156,22474300,MSFT,2025,3,2025-03,0.00036037911187714045,398.26718953450523
2025-03-18,385.0060336134189,385.3044217812384,379.06786623501773,381.4749450683594,19486900,MSFT,2025,3,2025-03,-0.013326539850603947,397.3859903971354
2025-03-19,383.4742167490776,387.6020814133235,381.9523764633006,385.75201416015625,19185500,MSFT,2025,3,2025-03,0.011211926620843915,396.59938049316406
2025-03-20,383.68311164841384,389.7008694896739,381.2362375881449,384.7772521972656,18470500,MSFT,2025,3,2025-03,-0.002526913475780157,395.7498352050781
2025-03-21,381.17650921899354,389.6510660283216,380.75873548145654,389.1736450195313,39675900,MSFT,2025,3,2025-03,0.011425812719333406,394.96312255859374
2025-03-24,393.29158399443577,393.29158399443577,387.73139545576913,390.98394775390625,21004500,MSFT,2025,3,2025-03,0.004651658090270017,394.43760477701824
2025-03-25,391.8195087441688,394.2464699747621,390.54633531859656,393.0528869628906,15775000,MSFT,2025,3,2025-03,0.005291621870590513,393.8993204752604
2025-03-26,392.89374127883343,393.2020858372719,386.49803525659746,387.89056396484375,16108400,MSFT,2025,3,2025-03,-0.013133914466157526,393.2147694905599
2025-03-27,388.049701698404,390.1484359049866,385.33424804034394,388.4972839355469,13766800,MSFT,2025,3,2025-03,0.001564152436454025,392.6298553466797
2025-03-28,386.01060482786494,387.0550240639986,374.920066699825,376.7800903320313,21632000,MSFT,2025,3,2025-03,-0.030160297350906307,391.6047353108724
2025-03-31,370.5534967757106,375.0593400396717,365.281739990126,373.3883056640625,35184700,MSFT,2025,3,2025-03,-0.009002027323099404,390.5363739013672
2025-04-01,372.65223585591366,380.80852287787553,371.2398247656492,380.1520385742187,19689500,MSFT,2025,4,2025-04,0.018114474415922288,389.65343119303384
2025-04-02,375.95454781806535,383.0266205201498,374.6117403662579,380.1023254394531,16092600,MSFT,2025,4,2025-04,-0.00013077171689523936,388.5990854899089
2025-04-03,372.7914870401275,375.4671453752222,367.38049274092737,371.1204223632813,30198000,MSFT,2025,4,2025-04,-0.02363022395558212,387.1727315266927
2025-04-04,362.1883363320907,372.5925514540549,357.5631378295283,357.92120361328125,49209900,MSFT,2025,4,2025-04,-0.03556586475610235,385.5689951578776
2025-04-07,349.00902084094025,369.021730877009,342.9514979578054,355.9517822265625,50425000,MSFT,2025,4,2025-04,-0.005502388142521575,384.03919677734376
2025-04-08,366.2963003111999,371.657542893924,348.38232711080923,352.6693420410156,35868900,MSFT,2025,4,2025-04,-0.009221586600899778,382.60223286946615
2025-04-09,351.65482301024804,391.13318598606264,351.2171667990214,388.40777587890625,50199700,MSFT,2025,4,2025-04,0.10133694534109572,382.2958740234375
2025-04-10,380.02270330397937,381.852888057324,365.8387335220006,379.3164978027344,38024400,MSFT,2025,4,2025-04,-0.02340652953097999,381.9251942952474
2025-04-11,378.61031016462425,387.9701060709541,376.8696417711554,386.378662109375,23839200,MSFT,2025,4,2025-04,0.01861813115841149,381.642046101888
2025-04-14,391.1232211496066,392.5455886279536,382.1612557582716,385.7420654296875,19251200,MSFT,2025,4,2025-04,-0.0016475979191296064,381.6195007324219
2025-04-15,386.4383315419063,389.80031299588615,382.11152127039287,383.6731567382813,17199900,MSFT,2025,4,2025-04,-0.0053634510643830735,381.524013264974
2025-04-16,378.6401344902522,379.5750941222194,366.03768244767394,369.62841796875,21967800,MSFT,2025,4,2025-04,-0.03660599789917485,380.5489074707031
2025-04-17,371.757014425277,372.32398224080106,364.9336092793292,365.81884765625,21120200,MSFT,2025,4,2025-04,-0.010306486534328307,379.5837463378906
2025-04-21,360.8853609481404,362.53651305850417,353.7734925946294,357.205078125,20807300,MSFT,2025,4,2025-04,-0.023546543832930422,378.4501576741537
2025-04-22,361.44235434917846,365.80892977570767,357.94110461161955,364.864013671875,19485000,MSFT,2025,4,2025-04,0.021441284057543086,378.0078623453776
2025-04-23,374.05472426245655,378.3616523034824,371.0309260243866,372.3936462402344,20545500,MSFT,2025,4,2025-04,0.02063681888653135,377.80693969726565
2025-04-24,373.696621578229,386.37863321068227,373.18933139938025,385.2347412109375,22232300,MSFT,2025,4,2025-04,0.03448258341770738,377.9405548095703
2025-04-25,384.93638434344297,390.068873110604,382.54918803088736,389.7605285644531,18973200,MSFT,2025,4,2025-04,0.011748128788409362,378.3742299397787
2025-04-28,389.86991018310994,390.6457497092271,384.5783015368256,389.0741882324219,16579400,MSFT,2025,4,2025-04,-0.0017609282667979675,378.46043395996094
2025-04-29,389.2134328165618,392.99318803647833,388.2983555925269,391.9388427734375,14974000,MSFT,2025,4,2025-04,0.007362746303037682,378.6374837239583
